"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Feb.20, 2024"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","/ITEMS Code","A4101","","A410101","","A410102","","A4103",""
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","A4101_Number of live births[person]","Annotation","A410101_Number of live births (Male)[person]","Annotation","A410102_Number of live births (Female)[person]","Annotation","A4103_Total fertility rate[-]","Annotation"
"2019100000","2019","14000","Kanagawa-ken","","63,035","","32,367","","30,668","","1.28",""
"2019100000","2019","15000","Niigata-ken","","13,640","","6,930","","6,710","","1.38",""
"2019100000","2019","16000","Toyama-ken","","6,604","","3,414","","3,190","","1.53",""
"2019100000","2019","17000","Ishikawa-ken","","7,808","","4,000","","3,808","","1.46",""
"2019100000","2019","18000","Fukui-ken","","5,307","","2,770","","2,537","","1.56",""
"2019100000","2019","19000","Yamanashi-ken","","5,193","","2,631","","2,562","","1.44",""
"2019100000","2019","20000","Nagano-ken","","13,553","","6,895","","6,658","","1.57",""
"2019100000","2019","21000","Gifu-ken","","12,776","","6,463","","6,313","","1.45",""
"2019100000","2019","22000","Shizuoka-ken","","23,457","","12,101","","11,356","","1.44",""
"2019100000","2019","23000","Aichi-ken","","57,145","","29,487","","27,658","","1.45",""
"2019100000","2019","24000","Mie-ken","","11,690","","5,983","","5,707","","1.47",""
"2019100000","2019","25000","Shiga-ken","","10,627","","5,480","","5,147","","1.47",""
"2019100000","2019","26000","Kyoto-fu","","16,993","","8,755","","8,238","","1.25",""
"2019100000","2019","27000","Osaka-fu","","62,557","","31,848","","30,709","","1.31",""
"2019100000","2019","28000","Hyogo-ken","","38,043","","19,372","","18,671","","1.41",""
"2019100000","2019","29000","Nara-ken","","8,323","","4,235","","4,088","","1.31",""
"2019100000","2019","30000","Wakayama-ken","","5,869","","3,030","","2,839","","1.46",""
"2019100000","2019","31000","Tottori-ken","","3,988","","2,056","","1,932","","1.63",""
"2019100000","2019","32000","Shimane-ken","","4,594","","2,353","","2,241","","1.68",""
"2019100000","2019","33000","Okayama-ken","","13,695","","7,059","","6,636","","1.47",""
"2019100000","2019","34000","Hiroshima-ken","","20,034","","10,317","","9,717","","1.49",""
"2019100000","2019","35000","Yamaguchi-ken","","8,771","","4,471","","4,300","","1.56",""
"2019100000","2019","36000","Tokushima-ken","","4,554","","2,353","","2,201","","1.46",""
"2019100000","2019","37000","Kagawa-ken","","6,631","","3,391","","3,240","","1.59",""
"2019100000","2019","38000","Ehime-ken","","8,446","","4,342","","4,104","","1.46",""
"2019100000","2019","39000","Kochi-ken","","4,270","","2,200","","2,070","","1.47",""
