"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Feb.20, 2024"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","/ITEMS Code","A4101","","A410101","","A410102","","A4103",""
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","A4101_Number of live births[person]","Annotation","A410101_Number of live births (Male)[person]","Annotation","A410102_Number of live births (Female)[person]","Annotation","A4103_Total fertility rate[-]","Annotation"
"2008100000","2008","27000","Osaka-fu","","77,400","","39,724","","37,676","","1.28",""
"2008100000","2008","28000","Hyogo-ken","","48,833","","24,857","","23,976","","1.34",""
"2008100000","2008","29000","Nara-ken","","10,981","","5,489","","5,492","","1.22",""
"2008100000","2008","30000","Wakayama-ken","","7,866","","4,048","","3,818","","1.41",""
"2008100000","2008","31000","Tottori-ken","","4,878","","2,552","","2,326","","1.43",""
"2008100000","2008","32000","Shimane-ken","","5,685","","2,908","","2,777","","1.51",""
"2008100000","2008","33000","Okayama-ken","","17,044","","8,860","","8,184","","1.43",""
"2008100000","2008","34000","Hiroshima-ken","","25,560","","13,051","","12,509","","1.45",""
"2008100000","2008","35000","Yamaguchi-ken","","11,560","","5,903","","5,657","","1.43",""
"2008100000","2008","36000","Tokushima-ken","","5,893","","3,036","","2,857","","1.30",""
"2008100000","2008","37000","Kagawa-ken","","8,600","","4,426","","4,174","","1.47",""
"2008100000","2008","38000","Ehime-ken","","11,561","","5,895","","5,666","","1.40",""
"2008100000","2008","39000","Kochi-ken","","5,788","","3,010","","2,778","","1.36",""
"2008100000","2008","40000","Fukuoka-ken","","46,695","","23,915","","22,780","","1.37",""
"2008100000","2008","41000","Saga-ken","","7,819","","3,975","","3,844","","1.55",""
"2008100000","2008","42000","Nagasaki-ken","","12,173","","6,247","","5,926","","1.50",""
"2008100000","2008","43000","Kumamoto-ken","","16,462","","8,384","","8,078","","1.58",""
"2008100000","2008","44000","Oita-ken","","10,306","","5,272","","5,034","","1.53",""
"2008100000","2008","45000","Miyazaki-ken","","10,292","","5,218","","5,074","","1.60",""
"2008100000","2008","46000","Kagoshima-ken","","15,445","","7,858","","7,587","","1.59",""
"2008100000","2008","47000","Okinawa-ken","","16,736","","8,663","","8,073","","1.78",""
"2007100000","2007","00000","All Japan","","1,089,818","","559,847","","529,971","","1.34",""
"2007100000","2007","01000","Hokkaido","","41,550","","21,070","","20,480","","1.19",""
"2007100000","2007","02000","Aomori-ken","","10,162","","5,165","","4,997","","1.28",""
"2007100000","2007","03000","Iwate-ken","","10,344","","5,406","","4,938","","1.39",""
"2007100000","2007","04000","Miyagi-ken","","19,810","","10,278","","9,532","","1.27",""
"2007100000","2007","05000","Akita-ken","","7,502","","3,866","","3,636","","1.31",""
"2007100000","2007","06000","Yamagata-ken","","9,139","","4,729","","4,410","","1.42",""
"2007100000","2007","07000","Fukushima-ken","","17,101","","8,795","","8,306","","1.49",""
"2007100000","2007","08000","Ibaraki-ken","","24,829","","12,733","","12,096","","1.35",""
"2007100000","2007","09000","Tochigi-ken","","17,233","","8,824","","8,409","","1.39",""
"2007100000","2007","10000","Gumma-ken","","16,817","","8,579","","8,238","","1.36",""
"2007100000","2007","11000","Saitama-ken","","60,818","","31,261","","29,557","","1.26",""
"2007100000","2007","12000","Chiba-ken","","51,821","","26,576","","25,245","","1.25",""
"2007100000","2007","13000","Tokyo-to","","103,837","","53,564","","50,273","","1.05",""
"2007100000","2007","14000","Kanagawa-ken","","79,193","","40,747","","38,446","","1.25",""
"2007100000","2007","15000","Niigata-ken","","18,724","","9,680","","9,044","","1.37",""
"2007100000","2007","16000","Toyama-ken","","8,728","","4,452","","4,276","","1.34",""
"2007100000","2007","17000","Ishikawa-ken","","10,294","","5,192","","5,102","","1.40",""
"2007100000","2007","18000","Fukui-ken","","7,191","","3,705","","3,486","","1.52",""
"2007100000","2007","19000","Yamanashi-ken","","6,988","","3,610","","3,378","","1.35",""
"2007100000","2007","20000","Nagano-ken","","18,618","","9,617","","9,001","","1.47",""
"2007100000","2007","21000","Gifu-ken","","17,696","","9,077","","8,619","","1.34",""
"2007100000","2007","22000","Shizuoka-ken","","33,274","","17,036","","16,238","","1.44",""
"2007100000","2007","23000","Aichi-ken","","70,218","","36,180","","34,038","","1.38",""
"2007100000","2007","24000","Mie-ken","","15,716","","8,038","","7,678","","1.37",""
"2007100000","2007","25000","Shiga-ken","","13,343","","6,855","","6,488","","1.42",""
"2007100000","2007","26000","Kyoto-fu","","21,597","","11,101","","10,496","","1.18",""
"2007100000","2007","27000","Osaka-fu","","76,914","","39,296","","37,618","","1.24",""
"2007100000","2007","28000","Hyogo-ken","","48,685","","25,183","","23,502","","1.30",""
"2007100000","2007","29000","Nara-ken","","11,261","","5,717","","5,544","","1.22",""
"2007100000","2007","30000","Wakayama-ken","","7,689","","3,970","","3,719","","1.34",""
"2007100000","2007","31000","Tottori-ken","","5,015","","2,553","","2,462","","1.47",""
"2007100000","2007","32000","Shimane-ken","","5,914","","3,051","","2,863","","1.53",""
"2007100000","2007","33000","Okayama-ken","","17,099","","8,935","","8,164","","1.41",""
"2007100000","2007","34000","Hiroshima-ken","","25,887","","13,263","","12,624","","1.43",""
"2007100000","2007","35000","Yamaguchi-ken","","11,714","","5,995","","5,719","","1.42",""
"2007100000","2007","36000","Tokushima-ken","","6,011","","3,076","","2,935","","1.30",""
"2007100000","2007","37000","Kagawa-ken","","8,701","","4,478","","4,223","","1.48",""
"2007100000","2007","38000","Ehime-ken","","11,753","","6,053","","5,700","","1.40",""
"2007100000","2007","39000","Kochi-ken","","5,717","","2,947","","2,770","","1.31",""
"2007100000","2007","40000","Fukuoka-ken","","46,393","","23,842","","22,551","","1.34",""
"2007100000","2007","41000","Saga-ken","","7,703","","3,944","","3,759","","1.51",""
"2007100000","2007","42000","Nagasaki-ken","","12,175","","6,192","","5,983","","1.48",""
"2007100000","2007","43000","Kumamoto-ken","","16,307","","8,337","","7,970","","1.54",""
"2007100000","2007","44000","Oita-ken","","10,162","","5,293","","4,869","","1.47",""
"2007100000","2007","45000","Miyazaki-ken","","10,337","","5,351","","4,986","","1.59",""
"2007100000","2007","46000","Kagoshima-ken","","15,090","","7,726","","7,364","","1.54",""
"2007100000","2007","47000","Okinawa-ken","","16,588","","8,434","","8,154","","1.75",""
"2006100000","2006","00000","All Japan","","1,092,674","","560,439","","532,235","","1.32",""
"2006100000","2006","01000","Hokkaido","","42,204","","21,899","","20,305","","1.18",""
"2006100000","2006","02000","Aomori-ken","","10,556","","5,301","","5,255","","1.31",""
"2006100000","2006","03000","Iwate-ken","","10,556","","5,325","","5,231","","1.39",""
"2006100000","2006","04000","Miyagi-ken","","19,706","","10,041","","9,665","","1.25",""
"2006100000","2006","05000","Akita-ken","","7,726","","3,999","","3,727","","1.34",""
"2006100000","2006","06000","Yamagata-ken","","9,513","","4,861","","4,652","","1.45",""
"2006100000","2006","07000","Fukushima-ken","","17,541","","8,951","","8,590","","1.49",""
"2006100000","2006","08000","Ibaraki-ken","","25,128","","12,911","","12,217","","1.35",""
"2006100000","2006","09000","Tochigi-ken","","17,647","","9,099","","8,548","","1.40",""
"2006100000","2006","10000","Gumma-ken","","17,061","","8,696","","8,365","","1.36",""
"2006100000","2006","11000","Saitama-ken","","61,201","","31,335","","29,866","","1.24",""
"2006100000","2006","12000","Chiba-ken","","51,762","","26,580","","25,182","","1.23",""
"2006100000","2006","13000","Tokyo-to","","101,674","","52,391","","49,283","","1.02",""
"2006100000","2006","14000","Kanagawa-ken","","79,118","","40,724","","38,394","","1.23",""
"2006100000","2006","15000","Niigata-ken","","18,985","","9,689","","9,296","","1.37",""
"2006100000","2006","16000","Toyama-ken","","8,965","","4,632","","4,333","","1.34",""
"2006100000","2006","17000","Ishikawa-ken","","10,235","","5,156","","5,079","","1.36",""
"2006100000","2006","18000","Fukui-ken","","7,324","","3,760","","3,564","","1.50",""
"2006100000","2006","19000","Yamanashi-ken","","7,094","","3,612","","3,482","","1.34",""
"2006100000","2006","20000","Nagano-ken","","18,775","","9,639","","9,136","","1.44",""
"2006100000","2006","21000","Gifu-ken","","18,092","","9,188","","8,904","","1.35",""
"2006100000","2006","22000","Shizuoka-ken","","32,905","","16,803","","16,102","","1.39",""
"2006100000","2006","23000","Aichi-ken","","69,999","","35,935","","34,064","","1.36",""
"2006100000","2006","24000","Mie-ken","","15,816","","8,027","","7,789","","1.35",""
"2006100000","2006","25000","Shiga-ken","","13,448","","7,023","","6,425","","1.41",""
"2006100000","2006","26000","Kyoto-fu","","22,100","","11,368","","10,732","","1.19",""
"2006100000","2006","27000","Osaka-fu","","77,641","","39,735","","37,906","","1.22",""
"2006100000","2006","28000","Hyogo-ken","","48,771","","25,096","","23,675","","1.28",""
"2006100000","2006","29000","Nara-ken","","11,476","","5,785","","5,691","","1.22",""
"2006100000","2006","30000","Wakayama-ken","","7,930","","4,003","","3,927","","1.34",""
"2006100000","2006","31000","Tottori-ken","","5,186","","2,679","","2,507","","1.51",""
"2006100000","2006","32000","Shimane-ken","","6,011","","3,090","","2,921","","1.53",""
"2006100000","2006","33000","Okayama-ken","","17,279","","8,974","","8,305","","1.40",""
"2006100000","2006","34000","Hiroshima-ken","","25,330","","13,052","","12,278","","1.37",""
"2006100000","2006","35000","Yamaguchi-ken","","11,692","","5,935","","5,757","","1.40",""
"2006100000","2006","36000","Tokushima-ken","","6,257","","3,218","","3,039","","1.31",""
"2006100000","2006","37000","Kagawa-ken","","8,664","","4,447","","4,217","","1.42",""
"2006100000","2006","38000","Ehime-ken","","11,752","","5,917","","5,835","","1.37",""
"2006100000","2006","39000","Kochi-ken","","6,015","","3,064","","2,951","","1.33",""
"2006100000","2006","40000","Fukuoka-ken","","45,304","","23,323","","21,981","","1.30",""
"2006100000","2006","41000","Saga-ken","","7,647","","4,023","","3,624","","1.50",""
"2006100000","2006","42000","Nagasaki-ken","","12,410","","6,322","","6,088","","1.49",""
"2006100000","2006","43000","Kumamoto-ken","","16,189","","8,175","","8,014","","1.50",""
"2006100000","2006","44000","Oita-ken","","10,156","","5,171","","4,985","","1.45",""
"2006100000","2006","45000","Miyazaki-ken","","10,094","","5,149","","4,945","","1.55",""
"2006100000","2006","46000","Kagoshima-ken","","15,080","","7,792","","7,288","","1.51",""
"2006100000","2006","47000","Okinawa-ken","","16,483","","8,461","","8,022","","1.74",""
"2005100000","2005","00000","All Japan","","1,062,530","","545,032","","517,498","","1.26",""
"2005100000","2005","01000","Hokkaido","","41,420","","21,104","","20,316","","1.15",""
"2005100000","2005","02000","Aomori-ken","","10,524","","5,380","","5,144","","1.29",""
"2005100000","2005","03000","Iwate-ken","","10,545","","5,379","","5,166","","1.41",""
"2005100000","2005","04000","Miyagi-ken","","19,326","","9,940","","9,386","","1.24",""
"2005100000","2005","05000","Akita-ken","","7,697","","3,845","","3,852","","1.34",""
"2005100000","2005","06000","Yamagata-ken","","9,357","","4,766","","4,591","","1.45",""
"2005100000","2005","07000","Fukushima-ken","","17,538","","9,008","","8,530","","1.49",""
"2005100000","2005","08000","Ibaraki-ken","","24,244","","12,429","","11,815","","1.32",""
"2005100000","2005","09000","Tochigi-ken","","17,363","","8,952","","8,411","","1.40",""
"2005100000","2005","10000","Gumma-ken","","17,134","","8,812","","8,322","","1.39",""
"2005100000","2005","11000","Saitama-ken","","59,731","","30,629","","29,102","","1.22",""
"2005100000","2005","12000","Chiba-ken","","50,588","","25,888","","24,700","","1.22",""
"2005100000","2005","13000","Tokyo-to","","96,542","","49,603","","46,939","","1.00",""
"2005100000","2005","14000","Kanagawa-ken","","76,196","","39,066","","37,130","","1.19",""
"2005100000","2005","15000","Niigata-ken","","18,505","","9,490","","9,015","","1.34",""
"2005100000","2005","16000","Toyama-ken","","8,973","","4,694","","4,279","","1.37",""
"2005100000","2005","17000","Ishikawa-ken","","10,049","","5,162","","4,887","","1.35",""
"2005100000","2005","18000","Fukui-ken","","7,148","","3,704","","3,444","","1.50",""
"2005100000","2005","19000","Yamanashi-ken","","7,149","","3,687","","3,462","","1.38",""
"2005100000","2005","20000","Nagano-ken","","18,517","","9,527","","8,990","","1.46",""
"2005100000","2005","21000","Gifu-ken","","17,706","","8,988","","8,718","","1.37",""
"2005100000","2005","22000","Shizuoka-ken","","31,908","","16,468","","15,440","","1.39",""
"2005100000","2005","23000","Aichi-ken","","67,110","","34,324","","32,786","","1.34",""
"2005100000","2005","24000","Mie-ken","","15,345","","7,759","","7,586","","1.36",""
"2005100000","2005","25000","Shiga-ken","","12,899","","6,654","","6,245","","1.39",""
"2005100000","2005","26000","Kyoto-fu","","21,560","","11,123","","10,437","","1.18",""
"2005100000","2005","27000","Osaka-fu","","76,111","","39,126","","36,985","","1.21",""
"2005100000","2005","28000","Hyogo-ken","","47,273","","24,276","","22,997","","1.25",""
"2005100000","2005","29000","Nara-ken","","11,184","","5,797","","5,387","","1.19",""
"2005100000","2005","30000","Wakayama-ken","","7,835","","4,052","","3,783","","1.32",""
"2005100000","2005","31000","Tottori-ken","","5,012","","2,509","","2,503","","1.47",""
"2005100000","2005","32000","Shimane-ken","","5,697","","2,869","","2,828","","1.50",""
"2005100000","2005","33000","Okayama-ken","","16,688","","8,755","","7,933","","1.37",""
"2005100000","2005","34000","Hiroshima-ken","","24,740","","12,775","","11,965","","1.34",""
"2005100000","2005","35000","Yamaguchi-ken","","11,514","","5,874","","5,640","","1.38",""
"2005100000","2005","36000","Tokushima-ken","","5,913","","3,011","","2,902","","1.26",""
"2005100000","2005","37000","Kagawa-ken","","8,686","","4,396","","4,290","","1.43",""
"2005100000","2005","38000","Ehime-ken","","11,528","","5,923","","5,605","","1.35",""
"2005100000","2005","39000","Kochi-ken","","5,916","","2,973","","2,943","","1.32",""
"2005100000","2005","40000","Fukuoka-ken","","43,421","","22,143","","21,278","","1.26",""
"2005100000","2005","41000","Saga-ken","","7,508","","3,783","","3,725","","1.48",""
"2005100000","2005","42000","Nagasaki-ken","","12,148","","6,258","","5,890","","1.45",""
"2005100000","2005","43000","Kumamoto-ken","","15,645","","8,026","","7,619","","1.46",""
"2005100000","2005","44000","Oita-ken","","9,780","","5,028","","4,752","","1.40",""
"2005100000","2005","45000","Miyazaki-ken","","9,738","","4,985","","4,753","","1.48",""
"2005100000","2005","46000","Kagoshima-ken","","14,834","","7,684","","7,150","","1.49",""
"2005100000","2005","47000","Okinawa-ken","","16,115","","8,315","","7,800","","1.72",""
"2004100000","2004","00000","All Japan","","1,110,721","","569,559","","541,162","","1.29",""
"2004100000","2004","01000","Hokkaido","","44,020","","22,395","","21,625","","1.19",""
"2004100000","2004","02000","Aomori-ken","","11,554","","5,885","","5,669","","1.35",""
"2004100000","2004","03000","Iwate-ken","","11,167","","5,726","","5,441","","1.43",""
"2004100000","2004","04000","Miyagi-ken","","20,236","","10,388","","9,848","","1.24",""
"2004100000","2004","05000","Akita-ken","","7,998","","4,212","","3,786","","1.30",""
"2004100000","2004","06000","Yamagata-ken","","9,920","","5,119","","4,801","","1.47",""
"2004100000","2004","07000","Fukushima-ken","","18,306","","9,420","","8,886","","1.51",""
"2004100000","2004","08000","Ibaraki-ken","","26,167","","13,398","","12,769","","1.33",""
"2004100000","2004","09000","Tochigi-ken","","17,816","","9,200","","8,616","","1.37",""
"2004100000","2004","10000","Gumma-ken","","17,745","","9,181","","8,564","","1.35",""
"2004100000","2004","11000","Saitama-ken","","61,946","","31,840","","30,106","","1.20",""
"2004100000","2004","12000","Chiba-ken","","52,983","","27,189","","25,794","","1.22",""
"2004100000","2004","13000","Tokyo-to","","99,272","","50,793","","48,479","","1.01",""
"2004100000","2004","14000","Kanagawa-ken","","79,441","","40,845","","38,596","","1.20",""
"2004100000","2004","15000","Niigata-ken","","19,531","","10,037","","9,494","","1.34",""
"2004100000","2004","16000","Toyama-ken","","9,396","","4,832","","4,564","","1.37",""
"2004100000","2004","17000","Ishikawa-ken","","10,528","","5,330","","5,198","","1.35",""
"2004100000","2004","18000","Fukui-ken","","7,283","","3,741","","3,542","","1.45",""
"2004100000","2004","19000","Yamanashi-ken","","7,527","","3,852","","3,675","","1.36",""
"2004100000","2004","20000","Nagano-ken","","19,323","","9,956","","9,367","","1.42",""
"2004100000","2004","21000","Gifu-ken","","18,363","","9,343","","9,020","","1.31",""
"2004100000","2004","22000","Shizuoka-ken","","33,628","","17,354","","16,274","","1.37",""
"2004100000","2004","23000","Aichi-ken","","70,417","","36,148","","34,269","","1.34",""
"2004100000","2004","24000","Mie-ken","","16,287","","8,323","","7,964","","1.34",""
"2004100000","2004","25000","Shiga-ken","","13,627","","6,940","","6,687","","1.41",""
"2004100000","2004","26000","Kyoto-fu","","22,066","","11,202","","10,864","","1.14",""
"2004100000","2004","27000","Osaka-fu","","79,719","","40,760","","38,959","","1.20",""
"2004100000","2004","28000","Hyogo-ken","","49,789","","25,527","","24,262","","1.24",""
"2004100000","2004","29000","Nara-ken","","11,749","","5,974","","5,775","","1.16",""
"2004100000","2004","30000","Wakayama-ken","","8,153","","4,239","","3,914","","1.28",""
"2004100000","2004","31000","Tottori-ken","","5,275","","2,672","","2,603","","1.50",""
"2004100000","2004","32000","Shimane-ken","","6,104","","3,087","","3,017","","1.48",""
"2004100000","2004","33000","Okayama-ken","","17,655","","9,126","","8,529","","1.38",""
"2004100000","2004","34000","Hiroshima-ken","","25,734","","13,207","","12,527","","1.33",""
"2004100000","2004","35000","Yamaguchi-ken","","12,020","","6,196","","5,824","","1.36",""
"2004100000","2004","36000","Tokushima-ken","","6,493","","3,364","","3,129","","1.31",""
"2004100000","2004","37000","Kagawa-ken","","9,068","","4,624","","4,444","","1.43",""
"2004100000","2004","38000","Ehime-ken","","12,057","","6,159","","5,898","","1.33",""
"2004100000","2004","39000","Kochi-ken","","6,084","","3,019","","3,065","","1.30",""
"2004100000","2004","40000","Fukuoka-ken","","45,143","","23,123","","22,020","","1.25",""
"2004100000","2004","41000","Saga-ken","","7,844","","4,063","","3,781","","1.49",""
"2004100000","2004","42000","Nagasaki-ken","","12,947","","6,581","","6,366","","1.46",""
"2004100000","2004","43000","Kumamoto-ken","","16,313","","8,489","","7,824","","1.47",""
"2004100000","2004","44000","Oita-ken","","10,024","","5,228","","4,796","","1.40",""
"2004100000","2004","45000","Miyazaki-ken","","10,267","","5,229","","5,038","","1.52",""
"2004100000","2004","46000","Kagoshima-ken","","15,198","","7,758","","7,440","","1.46",""
"2004100000","2004","47000","Okinawa-ken","","16,362","","8,398","","7,964","","1.72",""
"2003100000","2003","00000","All Japan","","1,123,610","","576,736","","546,874","","1.29",""
"2003100000","2003","01000","Hokkaido","","44,939","","22,856","","22,083","","1.20",""
"2003100000","2003","02000","Aomori-ken","","11,723","","6,009","","5,714","","1.35",""
"2003100000","2003","03000","Iwate-ken","","11,376","","5,892","","5,484","","1.45",""
"2003100000","2003","04000","Miyagi-ken","","20,829","","10,643","","10,186","","1.27",""
"2003100000","2003","05000","Akita-ken","","8,062","","4,109","","3,953","","1.31",""
"2003100000","2003","06000","Yamagata-ken","","10,087","","5,088","","4,999","","1.49",""
"2003100000","2003","07000","Fukushima-ken","","18,824","","9,576","","9,248","","1.54",""
"2003100000","2003","08000","Ibaraki-ken","","26,523","","13,642","","12,881","","1.34",""
"2003100000","2003","09000","Tochigi-ken","","18,122","","9,216","","8,906","","1.38",""
"2003100000","2003","10000","Gumma-ken","","18,337","","9,489","","8,848","","1.38",""
"2003100000","2003","11000","Saitama-ken","","63,224","","32,365","","30,859","","1.21",""
"2003100000","2003","12000","Chiba-ken","","52,789","","27,037","","25,752","","1.20",""
"2003100000","2003","13000","Tokyo-to","","98,534","","50,804","","47,730","","1.00",""
"2003100000","2003","14000","Kanagawa-ken","","80,262","","41,436","","38,826","","1.21",""
"2003100000","2003","15000","Niigata-ken","","19,719","","10,021","","9,698","","1.34",""
"2003100000","2003","16000","Toyama-ken","","9,362","","4,823","","4,539","","1.35",""
"2003100000","2003","17000","Ishikawa-ken","","10,906","","5,579","","5,327","","1.38",""
"2003100000","2003","18000","Fukui-ken","","7,446","","3,828","","3,618","","1.47",""
"2003100000","2003","19000","Yamanashi-ken","","7,720","","4,065","","3,655","","1.37",""
"2003100000","2003","20000","Nagano-ken","","19,735","","10,035","","9,700","","1.44",""
"2003100000","2003","21000","Gifu-ken","","19,156","","9,854","","9,302","","1.36",""
"2003100000","2003","22000","Shizuoka-ken","","34,061","","17,409","","16,652","","1.37",""
"2003100000","2003","23000","Aichi-ken","","70,236","","35,988","","34,248","","1.32",""
"2003100000","2003","24000","Mie-ken","","16,497","","8,453","","8,044","","1.35",""
"2003100000","2003","25000","Shiga-ken","","13,624","","6,999","","6,625","","1.41",""
"2003100000","2003","26000","Kyoto-fu","","22,371","","11,542","","10,829","","1.15",""
"2003100000","2003","27000","Osaka-fu","","81,001","","41,594","","39,407","","1.20",""
"2003100000","2003","28000","Hyogo-ken","","50,520","","25,935","","24,585","","1.25",""
"2003100000","2003","29000","Nara-ken","","12,137","","6,347","","5,790","","1.18",""
"2003100000","2003","30000","Wakayama-ken","","8,561","","4,383","","4,178","","1.32",""
"2003100000","2003","31000","Tottori-ken","","5,473","","2,822","","2,651","","1.53",""
"2003100000","2003","32000","Shimane-ken","","6,092","","3,184","","2,908","","1.48",""
"2003100000","2003","33000","Okayama-ken","","17,770","","9,110","","8,660","","1.38",""
"2003100000","2003","34000","Hiroshima-ken","","26,285","","13,468","","12,817","","1.34",""
"2003100000","2003","35000","Yamaguchi-ken","","12,166","","6,195","","5,971","","1.36",""
"2003100000","2003","36000","Tokushima-ken","","6,556","","3,355","","3,201","","1.32",""
"2003100000","2003","37000","Kagawa-ken","","9,123","","4,715","","4,408","","1.42",""
"2003100000","2003","38000","Ehime-ken","","12,534","","6,503","","6,031","","1.36",""
"2003100000","2003","39000","Kochi-ken","","6,244","","3,246","","2,998","","1.34",""
"2003100000","2003","40000","Fukuoka-ken","","45,035","","23,113","","21,922","","1.25",""
"2003100000","2003","41000","Saga-ken","","7,898","","3,972","","3,926","","1.51",""
"2003100000","2003","42000","Nagasaki-ken","","12,971","","6,646","","6,325","","1.45",""
"2003100000","2003","43000","Kumamoto-ken","","16,339","","8,416","","7,923","","1.48",""
"2003100000","2003","44000","Oita-ken","","10,213","","5,246","","4,967","","1.41",""
"2003100000","2003","45000","Miyazaki-ken","","10,220","","5,250","","4,970","","1.49",""
"2003100000","2003","46000","Kagoshima-ken","","15,535","","7,989","","7,546","","1.49",""
"2003100000","2003","47000","Okinawa-ken","","16,303","","8,395","","7,908","","1.72",""
"2002100000","2002","00000","All Japan","","1,153,855","","592,840","","561,015","","1.32",""
"2002100000","2002","01000","Hokkaido","","46,101","","23,586","","22,515","","1.22",""
"2002100000","2002","02000","Aomori-ken","","12,434","","6,430","","6,004","","1.44",""
"2002100000","2002","03000","Iwate-ken","","11,862","","6,055","","5,807","","1.50",""
"2002100000","2002","04000","Miyagi-ken","","21,474","","11,107","","10,367","","1.31",""
"2002100000","2002","05000","Akita-ken","","8,456","","4,291","","4,165","","1.37",""
"2002100000","2002","06000","Yamagata-ken","","10,489","","5,405","","5,084","","1.54",""
"2002100000","2002","07000","Fukushima-ken","","19,466","","10,046","","9,420","","1.57",""
"2002100000","2002","08000","Ibaraki-ken","","27,337","","13,995","","13,342","","1.38",""
"2002100000","2002","09000","Tochigi-ken","","18,376","","9,419","","8,957","","1.40",""
"2002100000","2002","10000","Gumma-ken","","18,763","","9,623","","9,140","","1.41",""
"2002100000","2002","11000","Saitama-ken","","64,762","","33,281","","31,481","","1.23",""
"2002100000","2002","12000","Chiba-ken","","54,607","","27,995","","26,612","","1.24",""
"2002100000","2002","13000","Tokyo-to","","100,118","","51,619","","48,499","","1.02",""
"2002100000","2002","14000","Kanagawa-ken","","81,498","","41,460","","40,038","","1.22",""
"2002100000","2002","15000","Niigata-ken","","20,221","","10,305","","9,916","","1.38",""
"2002100000","2002","16000","Toyama-ken","","9,854","","5,060","","4,794","","1.41",""
"2002100000","2002","17000","Ishikawa-ken","","10,886","","5,521","","5,365","","1.37",""
"2002100000","2002","18000","Fukui-ken","","7,758","","3,986","","3,772","","1.51",""
"2002100000","2002","19000","Yamanashi-ken","","7,919","","4,126","","3,793","","1.39",""
"2002100000","2002","20000","Nagano-ken","","20,324","","10,458","","9,866","","1.47",""
"2002100000","2002","21000","Gifu-ken","","19,617","","9,969","","9,648","","1.38",""
"2002100000","2002","22000","Shizuoka-ken","","35,212","","18,284","","16,928","","1.41",""
"2002100000","2002","23000","Aichi-ken","","71,823","","37,111","","34,712","","1.34",""
"2002100000","2002","24000","Mie-ken","","17,190","","8,863","","8,327","","1.40",""
"2002100000","2002","25000","Shiga-ken","","13,938","","7,223","","6,715","","1.44",""
"2002100000","2002","26000","Kyoto-fu","","22,859","","11,767","","11,092","","1.17",""
"2002100000","2002","27000","Osaka-fu","","83,883","","43,414","","40,469","","1.22",""
"2002100000","2002","28000","Hyogo-ken","","52,314","","26,828","","25,486","","1.29",""
"2002100000","2002","29000","Nara-ken","","12,472","","6,480","","5,992","","1.21",""
"2002100000","2002","30000","Wakayama-ken","","8,943","","4,603","","4,340","","1.35",""
"2002100000","2002","31000","Tottori-ken","","5,365","","2,685","","2,680","","1.51",""
"2002100000","2002","32000","Shimane-ken","","6,318","","3,224","","3,094","","1.52",""
"2002100000","2002","33000","Okayama-ken","","18,509","","9,455","","9,054","","1.44",""
"2002100000","2002","34000","Hiroshima-ken","","26,508","","13,644","","12,864","","1.34",""
"2002100000","2002","35000","Yamaguchi-ken","","12,578","","6,385","","6,193","","1.41",""
"2002100000","2002","36000","Tokushima-ken","","6,836","","3,512","","3,324","","1.36",""
"2002100000","2002","37000","Kagawa-ken","","9,438","","4,931","","4,507","","1.46",""
"2002100000","2002","38000","Ehime-ken","","12,488","","6,369","","6,119","","1.35",""
"2002100000","2002","39000","Kochi-ken","","6,513","","3,343","","3,170","","1.38",""
"2002100000","2002","40000","Fukuoka-ken","","46,443","","23,832","","22,611","","1.29",""
"2002100000","2002","41000","Saga-ken","","8,202","","4,240","","3,962","","1.56",""
"2002100000","2002","42000","Nagasaki-ken","","13,260","","6,708","","6,552","","1.48",""
"2002100000","2002","43000","Kumamoto-ken","","16,839","","8,600","","8,239","","1.50",""
"2002100000","2002","44000","Oita-ken","","10,424","","5,419","","5,005","","1.42",""
"2002100000","2002","45000","Miyazaki-ken","","10,657","","5,485","","5,172","","1.56",""
"2002100000","2002","46000","Kagoshima-ken","","15,755","","8,046","","7,709","","1.52",""
"2002100000","2002","47000","Okinawa-ken","","16,571","","8,547","","8,024","","1.76",""
"2001100000","2001","00000","All Japan","","1,170,662","","600,918","","569,744","","1.33",""
"2001100000","2001","01000","Hokkaido","","46,236","","23,545","","22,691","","1.21",""
"2001100000","2001","02000","Aomori-ken","","12,889","","6,560","","6,329","","1.47",""
"2001100000","2001","03000","Iwate-ken","","12,272","","6,226","","6,046","","1.52",""
"2001100000","2001","04000","Miyagi-ken","","21,751","","11,153","","10,598","","1.33",""
"2001100000","2001","05000","Akita-ken","","8,874","","4,527","","4,347","","1.40",""
"2001100000","2001","06000","Yamagata-ken","","10,907","","5,545","","5,362","","1.58",""
"2001100000","2001","07000","Fukushima-ken","","20,008","","10,263","","9,745","","1.60",""
"2001100000","2001","08000","Ibaraki-ken","","27,864","","14,274","","13,590","","1.40",""
"2001100000","2001","09000","Tochigi-ken","","18,911","","9,558","","9,353","","1.43",""
"2001100000","2001","10000","Gumma-ken","","19,024","","9,743","","9,281","","1.42",""
"2001100000","2001","11000","Saitama-ken","","65,417","","33,548","","31,869","","1.24",""
"2001100000","2001","12000","Chiba-ken","","54,511","","27,932","","26,579","","1.24",""
"2001100000","2001","13000","Tokyo-to","","98,421","","50,546","","47,875","","1.00",""
